0,155765,18799,0
0,157154,18835,1200.0
0,158689,18910,2400.0
0,159582,18935,3600.0
0,160434,18954,4800.0
0,160909,18964,6000.0
0,161351,18980,7200.0
0,161671,18989,8400.0
0,162143,19002,9602.0
0,162312,19014,10802.0
0,162551,19018,12002.0
0,162827,19031,13202.0
0,163116,19043,14402.0
0,163287,19044,15605.0
0,163429,19048,16805.0
0,163524,19048,18005.0
0,163686,19053,19205.0
0,163776,19056,20405.0
0,163933,19058,21605.0
0,164125,19063,22805.0
0,164233,19066,24006.0
0,164308,19069,25206.0
0,164388,19069,26406.0
0,164501,19077,27610.0
0,164604,19078,28810.0
0,164713,19085,30010.0
0,164765,19085,31210.0
0,164831,19089,32410.0
0,164911,19093,33610.0
0,166570,19443,34810.0
0,166684,19446,36010.0
0,166706,19446,37210.0
0,166713,19446,38410.0
0,166748,19446,39610.0
0,166828,19455,40811.0
0,166894,19456,42011.0
0,166924,19457,43211.0
0,166980,19458,44413.0
0,167066,19460,45613.0
0,167080,19460,46813.0
0,167091,19460,48013.0
0,167104,19460,49213.0
0,167112,19460,50415.0
0,167134,19460,51618.0
0,167186,19461,52818.0
0,167198,19461,54018.0
0,167308,19468,55223.0
0,167325,19468,56423.0
0,167355,19468,57623.0
0,167386,19469,58826.0
0,167447,19473,60026.0
0,167467,19473,61226.0
0,167515,19474,62426.0
0,167533,19474,63626.0
0,167659,19483,64828.0
0,167700,19485,66028.0
0,167735,19486,67228.0
0,167756,19487,68428.0
0,167801,19489,69628.0
0,167815,19489,70828.0
0,167815,19489,72033.0
0,167992,19568,73233.0
0,168025,19569,74433.0
0,168081,19571,75649.0
0,168089,19571,76849.0
0,168102,19571,78049.0
0,168109,19571,79249.0
0,168110,19571,80449.0
0,168120,19571,81649.0
0,168138,19571,82851.0
0,168151,19571,84051.0
0,168163,19571,85252.0
0,168223,19571,86400
