50,7467,0
100,8126,0
150,8172,0
200,9646,0
250,12301,0
300,22816,0
350,25941,0
400,25941,0
450,26023,0
500,26155,0
550,26346,0
600,26359,0
650,26424,0
700,26532,0
750,27553,0
800,27918,0
850,27954,0
900,27955,0
950,27955,0
1000,28024,0
1050,28028,0
1100,28243,0
1150,28877,0
1200,29100,0
1250,29172,0
1300,29172,0
1350,29172,0
1400,29208,0
1450,29329,0
1500,29350,0
1550,29353,0
1600,29447,0
1650,29466,0
1700,29676,0
1750,29678,0
1800,29691,0
1850,29700,0
1900,29704,0
1950,29732,0
2000,29737,0
2050,29742,0
2100,29811,0
2150,29923,0
2200,29962,0
2250,29964,0
2300,29966,0
2350,30018,0
2400,30018,0
2450,30023,0
2500,30027,0
2550,30034,0
2600,30428,0
2650,30467,0
2700,30471,0
2750,30758,0
2800,30780,0
2850,30780,0
2900,30984,0
2950,32027,0
3000,32047,0
3050,32606,0
3100,32637,0
3150,32647,0
3200,32855,0
3250,32859,0
3300,32890,0
3350,33117,0
3400,33117,0
3450,33152,0
3500,33182,0
3550,33269,0
3600,33284,0
3650,33284,0
3700,33290,0
3750,33315,0
3800,33523,0
3850,33562,0
3900,33572,0
3950,33628,0
4000,33656,0
4050,33691,0
4100,33871,0
4150,33875,0
4200,33875,0
4250,33875,0
4300,33958,0
4350,33997,0
4400,34025,0
4450,34072,0
4500,34103,0
4550,34125,0
4600,34291,0
4650,34414,0
4700,34520,0
4750,34520,0
4800,34534,0
4850,34536,0
4900,34574,0
4950,34587,0
5000,34605,0
5050,34609,0
5100,34672,0
5150,34692,0
5200,34699,0
5250,34699,0
5300,34699,0
5350,34754,0
5400,34917,0
5450,34945,0
5500,34948,0
5550,34955,0
5600,34979,0
5650,34979,0
5700,35083,0
5750,35113,0
5800,35173,0
5850,35193,0
5900,35193,0
5950,35194,0
6000,35205,0
6050,35213,0
6100,35310,0
6150,35315,0
6200,35322,0
6250,35627,0
6300,35638,0
6350,35638,0
6400,36283,0
6450,36343,0
6500,36357,0
6550,36468,0
6600,36488,0
6650,36489,0
6700,36495,0
6750,36550,0
6800,36568,0
6850,36568,0
6900,36568,0
6950,36569,0
7000,36583,0
7050,36767,0
7100,36802,0
7150,36802,0
7200,36802,0
