3538,161170,17355,1200.1807317733765
7176,161915,17378,2401.6196959018707
10375,162450,17384,3601.7651619911194
13993,163003,17415,4806.524360895157
17521,163170,17416,6006.716281652451
21043,163453,17421,7207.013864517212
24543,163607,17423,8407.335656166077
28167,163811,17430,9607.457046747208
31703,163894,17430,10808.617421865463
35234,164066,17440,12008.77249455452
38733,164191,17442,13208.855272054672
42346,164502,17453,14409.354516744614
45933,164638,17459,15610.10359954834
49681,164732,17464,16810.639789819717
53319,164786,17465,18011.772220373154
56937,164848,17466,19212.22391319275
60586,164903,17466,20412.40829896927
64211,164953,17468,21612.818729162216
67892,165044,17470,22813.061306476593
71560,165088,17472,24013.201057434082
75177,165107,17472,25213.460431575775
78745,165171,17473,26413.625633716583
82413,165208,17483,27613.921916007996
85610,165231,17483,28814.089200496674
89066,165287,17487,30014.14657020569
92687,165314,17487,31214.403827905655
96194,165324,17487,32414.55416083336
99614,165338,17489,33614.863540410995
103115,165351,17489,34815.61912608147
106655,165365,17489,36015.6494781971
110220,165414,17490,37215.76594090462
113733,165431,17493,38415.94554615021
117059,165466,17494,39616.78719615936
120579,165476,17494,40816.80877876282
124206,165486,17494,42017.001411914825
127753,165495,17494,43217.22548890114
131222,165542,17497,44417.408757686615
134764,165601,17498,45617.7192029953
138303,165621,17499,46817.95298194885
141953,165666,17501,48018.05157494545
145535,165677,17501,49218.33280158043
149061,165701,17501,50418.508637189865
152738,165733,17501,51619.21243047714
156234,165796,17503,52819.58835744858
159797,165814,17503,54019.88087296486
163389,165836,17503,55219.933141708374
167013,165842,17503,56420.4258813858
170655,165854,17503,57620.81769633293
174326,165861,17503,58820.90293741226
178028,165877,17503,60020.955248355865
181571,165881,17503,61220.9611992836
185187,165903,17503,62421.36240816116
188841,165922,17503,63621.439682245255
192426,165931,17503,64821.61771631241
195972,165960,17504,66021.68609118462
199686,165966,17504,67221.90897774696
203312,165983,17504,68421.92460727692
206820,166014,17505,69622.31759762764
210459,166018,17505,70822.50896048546
214046,166036,17505,72022.60562610626
217626,166041,17505,73222.63004946709
221109,166047,17505,74422.98517918587
224595,166051,17505,75623.32910323143
228106,166066,17505,76824.05478549004
231628,166090,17505,78024.2542295456
235220,166096,17505,79224.54731559753
238651,166102,17505,80424.66024374962
242174,166117,17506,81624.70416426659
245674,166130,17506,82824.86398601532
249171,166131,17506,84024.98169112206
252730,166156,17507,85225.02257275581
0,166156,17507,86400.90217924118
