4800,0.2202
16600,0.2205
4000,0.2202
12400,0.2204
2200,0.2199
8800,0.2203
23700,0.2205
23600,0.2205
1100,0.2195
23900,0.2205
12500,0.2204
8300,0.2203
26400,0.2205
4700,0.2202
7800,0.2203
900,0.2195
11200,0.2204
5600,0.2202
8900,0.2204
13600,0.2204
4200,0.2202
25900,0.2205
22400,0.2205
4300,0.2202
1200,0.2195
1800,0.2197
15500,0.2204
5800,0.2202
1300,0.2196
24400,0.2205
29400,0.2205
9600,0.2204
6200,0.2203
9000,0.2204
18900,0.2205
28000,0.2205
26100,0.2205
12800,0.2204
2400,0.22
15000,0.2204
100,0.2131
18400,0.2205
13300,0.2204
17500,0.2205
25800,0.2205
23800,0.2205
3300,0.2202
3200,0.2202
22200,0.2205
6100,0.2203
6900,0.2203
28400,0.2205
21100,0.2205
21500,0.2205
14300,0.2204
1500,0.2197
15700,0.2204
3000,0.2202
18800,0.2205
8200,0.2203
6400,0.2203
18100,0.2205
23100,0.2205
19300,0.2205
14600,0.2204
26700,0.2205
20700,0.2205
2700,0.2201
15400,0.2204
25500,0.2205
8500,0.2203
22800,0.2205
25200,0.2205
4900,0.2202
24900,0.2205
10800,0.2204
15200,0.2204
27200,0.2205
14000,0.2204
22600,0.2205
5900,0.2202
200,0.2152
9400,0.2204
26300,0.2205
5400,0.2202
28100,0.2205
5700,0.2202
22100,0.2205
5200,0.2202
1700,0.2197
21400,0.2205
24000,0.2205
8600,0.2203
19700,0.2205
27600,0.2205
21600,0.2205
800,0.2178
27500,0.2205
17400,0.2205
13200,0.2204
27700,0.2205
23000,0.2205
20600,0.2205
5500,0.2202
20500,0.2205
6000,0.2203
400,0.2155
25100,0.2205
29100,0.2205
10700,0.2204
3800,0.2202
27900,0.2205
12700,0.2204
23400,0.2205
20200,0.2205
12300,0.2204
15600,0.2204
21200,0.2205
28800,0.2205
16100,0.2205
12100,0.2204
9800,0.2204
11100,0.2204
11700,0.2204
16000,0.2205
24500,0.2205
14700,0.2204
27800,0.2205
23300,0.2205
9200,0.2204
21800,0.2205
14400,0.2204
6500,0.2203
8100,0.2203
9300,0.2204
4400,0.2202
20100,0.2205
26800,0.2205
3900,0.2202
2000,0.2199
29000,0.2205
2600,0.2201
8400,0.2203
16400,0.2205
29612,0.2205
17300,0.2205
9100,0.2204
7300,0.2203
21300,0.2205
19600,0.2205
10400,0.2204
15300,0.2204
19800,0.2205
20000,0.2205
4600,0.2202
26000,0.2205
22300,0.2205
15100,0.2204
20800,0.2205
29200,0.2205
6800,0.2203
28700,0.2205
7100,0.2203
29300,0.2205
26500,0.2205
1000,0.2195
3500,0.2202
25400,0.2205
5000,0.2202
23200,0.2205
17900,0.2205
7400,0.2203
2500,0.22
16500,0.2205
27000,0.2205
16800,0.2205
18500,0.2205
24800,0.2205
28900,0.2205
7200,0.2203
25300,0.2205
19000,0.2205
20300,0.2205
19500,0.2205
9700,0.2204
700,0.2177
16700,0.2205
12600,0.2204
14900,0.2204
16300,0.2205
25000,0.2205
13000,0.2204
23500,0.2205
17200,0.2205
19900,0.2205
25600,0.2205
19400,0.2205
1600,0.2197
12900,0.2204
27100,0.2205
18700,0.2205
1900,0.2197
13700,0.2204
22700,0.2205
1400,0.2196
2100,0.2199
9500,0.2204
13900,0.2204
4100,0.2202
17000,0.2205
29500,0.2205
3400,0.2202
10900,0.2204
22000,0.2205
22500,0.2205
3700,0.2202
28300,0.2205
20400,0.2205
20900,0.2205
21900,0.2205
11300,0.2204
13500,0.2204
24600,0.2205
11900,0.2204
10200,0.2204
19200,0.2205
19100,0.2205
24200,0.2205
24700,0.2205
7700,0.2203
6600,0.2203
18600,0.2205
2300,0.22
13800,0.2204
28600,0.2205
2800,0.2201
17800,0.2205
4500,0.2202
14100,0.2204
16900,0.2205
10500,0.2204
12200,0.2204
26200,0.2205
5300,0.2202
18000,0.2205
11600,0.2204
14200,0.2204
3600,0.2202
600,0.2177
28200,0.2205
12000,0.2204
15800,0.2205
24100,0.2205
6700,0.2203
8000,0.2203
29600,0.2205
10000,0.2204
27400,0.2205
26900,0.2205
500,0.217
28500,0.2205
7900,0.2203
10100,0.2204
18300,0.2205
17100,0.2205
13400,0.2204
11500,0.2204
17600,0.2205
11400,0.2204
21000,0.2205
7600,0.2203
9900,0.2204
27300,0.2205
13100,0.2204
11000,0.2204
7500,0.2203
8700,0.2203
25700,0.2205
10300,0.2204
14500,0.2204
21700,0.2205
6300,0.2203
2900,0.2201
17700,0.2205
300,0.2154
26600,0.2205
10600,0.2204
22900,0.2205
15900,0.2205
14800,0.2204
5100,0.2202
3100,0.2202
16200,0.2205
18200,0.2205
11800,0.2204
7000,0.2203
24300,0.2205
