1000,168444,19087,2302.9353456497192
2000,172682,19349,2296.6954624652863
3000,174669,19410,2319.6155717372894
4000,194590,22697,2354.6237580776215
5000,197575,22902,2286.0233018398285
6000,201610,23496,2433.68452501297
7000,204436,23673,2443.6206147670746
8000,207465,23900,2323.9195640087128
9000,208014,23939,2365.2399361133575
10000,209585,24041,2276.0870764255524
11000,210535,24122,2295.6872119903564
12000,211077,24139,2292.9271552562714
13000,211436,24147,2470.5282344818115
14000,211965,24174,2394.2077312469482
15000,212460,24182,2257.7029860019684
16000,212708,24187,2275.239155769348
17000,213045,24202,2301.3592879772186
18000,213391,24214,2276.6590752601624
19000,213930,24233,2355.5837786197662
20000,214337,24244,2483.768939971924
21000,215918,24280,2476.092888355255
22000,216480,24312,2509.0612139701843
23000,216810,24351,2348.4237747192383
24000,216981,24358,2312.0433740615845
25000,217171,24366,2550.9253826141357
26000,217333,24372,2321.4194939136505
27000,217454,24379,2267.0470275878906
28000,217581,24383,2444.456597328186
