0,36166,0
100,36167,0
200,36167,0
300,36167,0
400,36170,0
500,36170,0
600,36170,0
700,36170,0
800,36170,0
900,36170,0
1000,36216,0
1100,36313,0
1200,36335,0
1300,36355,0
1400,36356,0
1500,36362,0
1600,36362,0
1700,36364,0
1800,36366,0
1900,36374,0
2000,36376,0
2100,36376,0
2200,36376,0
2300,36377,0
2400,36377,0
2500,36391,0
2600,36392,0
2700,36393,0
2800,36400,0
2900,36401,0
3000,36402,0
3100,36402,0
3200,36402,0
3300,36402,0
3400,36423,0
3500,36474,0
3600,36482,0
3700,36485,0
3800,36862,0
3900,36867,0
4000,36942,0
4100,36952,0
4200,36962,0
4300,37019,0
4400,37032,0
4500,37039,0
4600,37048,0
4700,37049,0
4800,37051,0
4900,37064,0
5000,37073,0
5100,37079,0
5200,37079,0
5300,37086,0
5400,37086,0
5500,37089,0
5600,37094,0
5700,37097,0
5800,37101,0
5900,37102,0
6000,37102,0
6100,37102,0
6200,37102,0
6300,37102,0
6400,37102,0
6500,37102,0
6600,37102,0
6700,37102,0
6800,37102,0
6900,37102,0
7000,37102,0
7100,37102,0
7200,37102,0
7300,37102,0
7400,37102,0
7500,37102,0
7600,37103,0
7700,37155,0
7800,37156,0
7900,37156,0
8000,37156,0
8100,37156,0
8200,37156,0
8300,37192,0
8400,37235,0
8500,37246,0
8600,37252,0
8700,37253,0
8800,37257,0
8900,37262,0
9000,37262,0
9100,37262,0
9200,37262,0
9300,37263,0
9400,37263,0
9500,37263,0
9600,37263,0
9700,37268,0
9800,37268,0
9900,37268,0
10000,37269,0
10100,37269,0
10200,37271,0
10300,37271,0
10400,37271,0
10500,37271,0
10600,37271,0
10700,37271,0
10800,37271,0
10900,37271,0
11000,37336,0
11100,37372,0
11200,37389,0
11300,37397,0
11400,37404,0
11500,37409,0
11600,37413,0
11700,37414,0
11800,37417,0
11900,37417,0
12000,37417,0
12100,37417,0
12200,37417,0
12300,37417,0
12400,37417,0
12500,37417,0
12600,37418,0
12700,37418,0
12800,37418,0
12900,37418,0
13000,37418,0
13100,37418,0
13200,37418,0
13300,37418,0
13400,37418,0
13500,37418,0
13600,37418,0
13700,37419,0
13800,37419,0
13900,37419,0
14000,37419,0
14100,37419,0
14200,37419,0
14300,37426,0
14400,37443,0
14500,37451,0
14600,37451,0
14700,37451,0
14800,37451,0
14900,37492,0
15000,37500,0
15100,37500,0
15200,37500,0
15300,37567,0
15400,37567,0
15500,37567,0
15600,37567,0
15700,37567,0
15800,37567,0
15900,37569,0
16000,37569,0
16100,37570,0
16200,37570,0
16300,37570,0
16400,37570,0
16500,37570,0
16600,37570,0
16700,37570,0
16800,37570,0
16900,37570,0
17000,37571,0
17100,37571,0
17200,37571,0
17300,37571,0
17400,37571,0
17500,37572,0
17600,37573,0
17700,37573,0
17800,37573,0
17900,37573,0
18000,37604,0
18100,37604,0
18200,37604,0
18300,37605,0
18400,37605,0
18500,37605,0
18600,37605,0
18700,37605,0
18800,37605,0
18900,37605,0
19000,37605,0
19100,37605,0
19200,37605,0
