1000,116611,14284,2064.304447412491
2000,170704,21930,1936.9034950733185
3000,174190,22138,2145.021127462387
4000,176196,22262,2108.9050257205963
5000,177981,22358,1975.17986536026
6000,179138,22429,1381.4386694431305
7000,180715,22509,1990.3755300045013
8000,181451,22536,1390.958976507187
9000,182749,22600,1500.935932636261
10000,183429,22668,1245.3217885494232
11000,183982,22696,1442.2153470516205
12000,184260,22704,1305.5301983356476
13000,184479,22708,1236.5616812705994
14000,185068,22741,1396.478933095932
15000,185592,22777,1874.958966255188
16000,186139,22800,1340.303061246872
17000,186611,22854,1265.4341795444489
18000,186997,22871,1483.3758363723755
19000,187260,22882,1596.1001689434052
20000,187665,22893,2069.4800963401794
21000,188016,22946,2002.2156157493591
22000,189446,23005,1277.9459552764893
23000,189982,23033,1868.3346815109253
24000,190241,23044,1688.5295059680939
25000,190860,23079,1617.8454518318176
26000,191102,23088,1585.1646494865417
27000,191264,23096,1290.4181716442108
28000,191501,23106,1423.6950750350952
29000,191807,23130,1502.5158507823944
30000,193282,23279,1564.6443665027618
31000,193506,23287,1895.414969444275
32000,193783,23300,2693.9806950092316
33000,194324,23320,3111.359698534012
34000,194648,23331,2390.933242559433
35000,194834,23337,2064.79670381546
36000,194942,23343,1646.3729417324066
37000,195189,23353,1836.8112173080444
38000,195307,23354,1227.5017256736755
39000,195457,23369,1783.518262386322
40000,195684,23379,1999.611778497696
41000,195866,23386,2088.628453731537
42000,196180,23420,1539.3361599445343
43000,196419,23434,1543.8882043361664
44000,196602,23442,1946.2233250141144
45000,196743,23444,2485.40362739563
46000,196940,23459,1697.3132877349854
47000,197289,23479,1788.7221159934998
48000,197393,23484,1801.1422653198242
49000,197545,23489,2093.608517408371
50000,197623,23490,1853.498610496521
