50,7306,0
100,8326,0
150,12615,0
200,13081,0
250,23786,0
300,23840,0
350,23912,0
400,23999,0
450,24589,0
500,24601,0
550,24766,0
600,24987,0
650,24987,0
700,25236,0
750,25288,0
800,25429,0
850,25604,0
900,25620,0
950,25988,0
1000,26843,0
1050,27369,0
1100,27370,0
1150,27475,0
1200,28128,0
1250,28781,0
1300,28804,0
1350,28804,0
1400,28852,0
1450,29066,0
1500,29109,0
1550,29210,0
1600,29211,0
1650,29360,0
1700,29377,0
1750,29395,0
1800,29429,0
1850,29429,0
1900,29429,0
1950,29431,0
2000,29434,0
2050,29446,0
2100,29453,0
2150,29454,0
2200,29501,0
2250,29640,0
2300,29848,0
2350,29848,0
2400,30010,0
2450,30010,0
2500,30107,0
2550,30113,0
2600,30188,0
2650,30219,0
2700,30324,0
2750,30326,0
2800,30428,0
2850,30444,0
2900,30503,0
2950,30505,0
3000,30509,0
3050,30628,0
3100,30648,0
3150,30662,0
3200,30713,0
3250,30728,0
3300,30729,0
3350,30729,0
3400,30742,0
3450,31496,0
3500,31499,0
3550,31502,0
3600,31550,0
3650,31689,0
3700,31702,0
3750,31957,0
3800,31968,0
3850,32060,0
3900,32237,0
3950,32373,0
4000,32374,0
4050,32440,0
4100,32440,0
4150,32440,0
4200,32480,0
4250,32492,0
4300,32493,0
4350,32536,0
4400,32536,0
4450,32537,0
4500,32597,0
4550,32597,0
4600,32598,0
4650,32598,0
4700,32646,0
4750,32876,0
4800,32901,0
4850,32903,0
4900,32903,0
4950,32994,0
5000,32998,0
5050,32998,0
5100,33025,0
5150,33025,0
5200,33025,0
5250,33027,0
5300,33040,0
5350,33247,0
5400,33247,0
5450,33278,0
5500,33279,0
5550,33286,0
5600,33288,0
5650,33334,0
5700,33334,0
5750,33334,0
5800,33334,0
5850,33334,0
5900,34073,0
5950,34075,0
6000,34076,0
6050,34076,0
6100,34163,0
6150,34163,0
6200,34213,0
6250,34243,0
6300,34252,0
6350,34258,0
6400,34269,0
6450,34269,0
6500,34282,0
6550,34329,0
6600,34345,0
6650,34345,0
6700,34387,0
6750,34404,0
6800,34413,0
6850,34427,0
6900,34471,0
6950,34527,0
7000,34639,0
7050,34645,0
7100,34646,0
7150,34654,0
7200,34656,0
7250,34660,0
7300,34660,0
7350,34660,0
7400,34669,0
7450,34669,0
7500,34669,0
7550,34684,0
7600,34696,0
7650,34737,0
7700,34739,0
7750,34742,0
7800,35413,0
7850,35413,0
7900,35432,0
7950,35432,0
8000,35432,0
8050,35440,0
8100,35478,0
8150,35487,0
8200,35487,0
8250,35487,0
8300,35507,0
8350,35540,0
8400,35541,0
8450,35543,0
8500,35596,0
8550,35698,0
8600,35822,0
8650,35825,0
8700,35825,0
8750,35903,0
8800,36164,0
8850,36164,0
8900,36168,0
8950,36270,0
9000,36270,0
9050,36276,0
9100,36276,0
9150,36279,0
9200,36336,0
9250,36349,0
9300,36349,0
9350,36349,0
9400,36349,0
9450,36362,0
9500,36386,0
9550,36399,0
9600,36418,0
9650,36418,0
9700,36456,0
9750,36550,0
9800,36602,0
9850,36602,0
9900,36602,0
9950,36602,0
10000,36602,0
10050,36849,0
10100,36879,0
10150,36879,0
10200,36909,0
10250,36948,0
10300,36948,0
10350,36948,0
10400,36950,0
10450,36951,0
10500,37050,0
10550,37077,0
10600,37088,0
10650,37089,0
10700,37089,0
10750,37089,0
10800,37089,0
10850,37089,0
10900,37089,0
10950,37111,0
11000,37199,0
11050,37199,0
11100,37273,0
11150,37274,0
11200,37600,0
11250,37600,0
11300,37610,0
11350,37626,0
11400,37626,0
11450,37660,0
11500,38068,0
11550,38169,0
11600,38176,0
11650,38730,0
11700,38730,0
11750,38730,0
11800,38761,0
11850,38762,0
11900,38762,0
11950,38842,0
12000,38844,0
12050,38872,0
12100,38902,0
12150,38902,0
12200,38904,0
12250,38904,0
12300,38906,0
12350,38925,0
12400,38925,0
12450,38925,0
12500,38925,0
12550,38927,0
12600,38928,0
12650,38941,0
12700,38941,0
12750,38955,0
12800,38955,0
12850,38956,0
12900,38956,0
12950,38964,0
13000,38964,0
13050,38964,0
13100,38965,0
13150,38980,0
13200,38980,0
13250,38980,0
13300,39528,0
13350,39551,0
13400,39551,0
13450,39551,0
13500,39551,0
13550,39607,0
13600,39607,0
13650,39614,0
13700,39614,0
13750,39618,0
13800,39618,0
13850,39618,0
13900,39618,0
13950,39652,0
14000,39652,0
14050,39652,0
14100,39653,0
14150,39653,0
14200,39663,0
14250,39667,0
14300,39681,0
14350,39700,0
14400,39732,0
14450,39734,0
14500,39735,0
14550,39735,0
14600,39735,0
14650,39737,0
14700,39738,0
14750,39738,0
14800,39738,0
14850,39740,0
14900,39740,0
14950,39745,0
15000,39749,0
15050,39753,0
15100,39753,0
15150,39753,0
15200,39863,0
15250,39939,0
15300,39951,0
15350,39951,0
15400,39961,0
15450,39961,0
15500,39961,0
15550,39961,0
15600,39961,0
15650,39961,0
15700,39961,0
15750,39961,0
15800,39961,0
15850,40033,0
15900,40033,0
15950,40099,0
16000,40100,0
16050,40102,0
16100,40102,0
16150,40187,0
16200,40187,0
16250,40187,0
16300,40212,0
16350,40656,0
16400,40766,0
16450,40926,0
16500,40926,0
16550,40930,0
16600,40940,0
16650,41025,0
16700,41027,0
16750,41027,0
16800,41027,0
16850,41034,0
16900,41034,0
16950,41128,0
17000,41199,0
