0,36166,0
100,36170,0
200,36170,0
300,36170,0
400,36170,0
500,36170,0
600,36170,0
700,36170,0
800,36170,0
900,36171,0
1000,36238,0
1100,36255,0
1200,36335,0
1300,36339,0
1400,36346,0
1500,36352,0
1600,36354,0
1700,36358,0
1800,36362,0
1900,36362,0
2000,36363,0
2100,36363,0
2200,36363,0
2300,36363,0
2400,36363,0
2500,36367,0
2600,36386,0
2700,36391,0
2800,36396,0
2900,36403,0
3000,36405,0
3100,36405,0
3200,36405,0
3300,36405,0
3400,36410,0
3500,36471,0
3600,36485,0
3700,36489,0
3800,36494,0
3900,36869,0
4000,36939,0
4100,36959,0
4200,36964,0
4300,36974,0
4400,36990,0
4500,37010,0
4600,37059,0
4700,37061,0
4800,37062,0
4900,37063,0
5000,37065,0
5100,37074,0
5200,37078,0
5300,37080,0
5400,37082,0
5500,37082,0
5600,37082,0
5700,37082,0
5800,37082,0
5900,37086,0
6000,37086,0
6100,37086,0
6200,37086,0
6300,37086,0
6400,37086,0
6500,37086,0
6600,37086,0
6700,37086,0
6800,37086,0
6900,37086,0
7000,37086,0
7100,37086,0
7200,37086,0
7300,37087,0
7400,37087,0
7500,37087,0
7600,37118,0
7700,37136,0
7800,37137,0
7900,37142,0
8000,37142,0
8100,37144,0
8200,37144,0
8300,37196,0
8400,37209,0
8500,37215,0
8600,37222,0
8700,37222,0
8800,37226,0
8900,37231,0
9000,37231,0
9100,37231,0
9200,37231,0
9300,37232,0
9400,37232,0
9500,37232,0
9600,37233,0
9700,37233,0
9800,37233,0
9900,37233,0
10000,37235,0
10100,37239,0
10200,37240,0
10300,37240,0
10400,37240,0
10500,37240,0
10600,37240,0
10700,37240,0
10800,37240,0
10900,37315,0
11000,37344,0
11100,37356,0
11200,37362,0
11300,37370,0
11400,37377,0
11500,37382,0
11600,37383,0
11700,37383,0
11800,37383,0
11900,37383,0
12000,37383,0
12100,37383,0
12200,37383,0
12300,37383,0
12400,37383,0
12500,37383,0
12600,37383,0
12700,37383,0
12800,37383,0
12900,37383,0
13000,37383,0
13100,37383,0
13200,37383,0
13300,37383,0
13400,37383,0
13500,37383,0
13600,37384,0
13700,37384,0
13800,37384,0
13900,37385,0
14000,37391,0
14100,37391,0
14200,37407,0
14300,37424,0
14400,37460,0
14500,37554,0
14600,37632,0
14700,37645,0
14800,37652,0
14900,37656,0
15000,37661,0
15100,37788,0
15200,37788,0
15300,37811,0
15400,37811,0
15500,37811,0
15600,37811,0
15700,37811,0
15800,37818,0
15900,37819,0
16000,37820,0
16100,37851,0
16200,37851,0
16300,37858,0
16400,37860,0
16500,37860,0
16600,37861,0
16700,37861,0
16800,37880,0
16900,37880,0
17000,37880,0
17100,37880,0
17200,37880,0
17300,37882,0
17400,37882,0
17500,37883,0
17600,37883,0
17700,37883,0
17800,37887,0
17900,37887,0
18000,37887,0
18100,37917,0
18200,37918,0
18300,37918,0
18400,37919,0
18500,37919,0
18600,37919,0
18700,37919,0
18800,37919,0
18900,37920,0
19000,37921,0
19100,37921,0
19200,37921,0
19300,37921,0
