1000,106367,13285,1442.8800942897797
2000,107430,13345,1421.4039850234985
3000,108271,13402,1379.2116270065308
4000,108523,13411,1433.2000715732574
5000,108738,13421,1484.9645457267761
6000,108932,13426,1475.4844872951508
7000,109048,13436,1579.5413212776184
8000,109153,13437,1438.124109506607
9000,109302,13441,1490.1004800796509
10000,109369,13442,1354.559350013733
11000,109582,13454,1478.0043947696686
12000,109737,13460,1336.5352203845978
13000,109944,13476,1469.8203439712524
14000,109978,13477,1476.3963959217072
15000,110025,13478,1349.171320438385
16000,110056,13482,1465.436363697052
17000,110099,13483,1453.0242385864258
18000,110246,13497,1356.4434237480164
19000,110289,13497,1382.5076644420624
20000,110301,13497,1305.726978778839
21000,110354,13498,1380.531585931778
22000,110451,13546,1445.8159673213959
23000,110480,13546,1392.6915969848633
24000,110588,13550,1437.7239844799042
25000,110651,13552,1272.0784311294556
26000,110707,13555,1279.026486158371
27000,110723,13558,1430.7556612491608
28000,110759,13558,1411.8995504379272
29000,110785,13559,1341.4671094417572
30000,110818,13559,1430.3118801116943
31000,110897,13559,1403.487637758255
32000,110960,13562,1418.3117089271545
33000,111027,13565,1341.9990768432617
34000,111063,13566,1499.2524468898773
35000,111090,13567,1647.4939787387848
36000,111111,13567,1717.522527217865
37000,111133,13567,1852.5635857582092
38000,111203,13574,2232.038636445999
39000,111257,13576,2224.738409757614
40000,111271,13577,2401.2997801303864
41000,111279,13577,2344.6074368953705
42000,111324,13578,2517.5650074481964
43000,111351,13578,2487.2087922096252
44000,111374,13579,2714.9144744873047
45000,111386,13579,3054.9775071144104
46000,111394,13579,3418.40047955513
47000,111421,13581,3509.8889241218567
48000,111450,13582,4400.188163757324
