50,6700,0
100,7174,0
150,7377,0
200,7401,0
250,7924,0
300,8294,0
350,8660,0
400,10068,0
450,10273,0
500,10392,0
550,23560,0
600,23653,0
650,24097,0
700,24154,0
750,24154,0
800,24226,0
850,25155,0
900,25183,0
950,25326,0
1000,25335,0
1050,25347,0
1100,25456,0
1150,26225,0
1200,26383,0
1250,26410,0
1300,26712,0
1350,26893,0
1400,26954,0
1450,26954,0
1500,27099,0
1550,27099,0
1600,27275,0
1650,27291,0
1700,27291,0
1750,27337,0
1800,27700,0
1850,27750,0
1900,28032,0
1950,28575,0
2000,28585,0
2050,28588,0
2100,28628,0
2150,28684,0
2200,28740,0
2250,28838,0
2300,28869,0
2350,28871,0
2400,28891,0
2450,28891,0
2500,28897,0
2550,28899,0
2600,29129,0
2650,29183,0
2700,29256,0
2750,29328,0
2800,29328,0
2850,29345,0
2900,29360,0
2950,29365,0
3000,29366,0
3050,29460,0
3100,29552,0
3150,29554,0
3200,29554,0
3250,29720,0
3300,29935,0
3350,30005,0
3400,30006,0
3450,30430,0
3500,30432,0
3550,30457,0
3600,30457,0
3650,30549,0
3700,30549,0
3750,30549,0
3800,30549,0
3850,30549,0
3900,30550,0
3950,30550,0
4000,30743,0
4050,30902,0
4100,30958,0
4150,30958,0
4200,30965,0
4250,31020,0
4300,31020,0
4350,31054,0
4400,31059,0
4450,31059,0
4500,31059,0
4550,31059,0
4600,31221,0
4650,31222,0
4700,31222,0
4750,31239,0
4800,31241,0
4850,31274,0
4900,31277,0
4950,31277,0
5000,31353,0
5050,31387,0
5100,33158,0
5150,33158,0
5200,33267,0
5250,33303,0
5300,33303,0
5350,33313,0
5400,33326,0
5450,33642,0
5500,33648,0
5550,33675,0
5600,33675,0
5650,33693,0
5700,34012,0
5750,34014,0
5800,34069,0
5850,34126,0
5900,34126,0
5950,34142,0
6000,34166,0
6050,34166,0
6100,34175,0
6150,34214,0
6200,34506,0
6250,34507,0
6300,34531,0
6350,34532,0
6400,34556,0
6450,34556,0
6500,34557,0
6550,34570,0
6600,34578,0
6650,34594,0
6700,35089,0
6750,35092,0
6800,35167,0
6850,35167,0
6900,35178,0
6950,35178,0
7000,35179,0
7050,35179,0
7100,35233,0
7150,35326,0
7200,35335,0
7250,35335,0
7300,35341,0
7350,35445,0
7400,35456,0
7450,36166,0
7500,36238,0
7550,36253,0
7600,36268,0
7650,36270,0
7700,36337,0
7750,36414,0
7800,36427,0
7850,36429,0
7900,36441,0
7950,36451,0
8000,36530,0
8050,36545,0
8100,36554,0
8150,36569,0
8200,36569,0
8250,36861,0
8300,36869,0
8350,36870,0
8400,36871,0
8450,36889,0
8500,36899,0
8550,36899,0
8600,36899,0
8650,36900,0
8700,37010,0
8750,37042,0
8800,37043,0
8850,37051,0
8900,37059,0
8950,37073,0
9000,37106,0
9050,37177,0
9100,37177,0
9150,37177,0
9200,37226,0
9250,37227,0
9300,37229,0
9350,37237,0
9400,37237,0
9450,37238,0
9500,37243,0
9550,37262,0
9600,37267,0
9650,37320,0
9700,37323,0
9750,37323,0
