11500,0.3662
18500,0.3729
4000,0.3545
32000,0.3839
26500,0.3779
33000,0.3841
30500,0.382
9000,0.3652
25500,0.3778
12500,0.367
7500,0.3614
12000,0.3668
19000,0.3729
9500,0.3654
10000,0.3656
11000,0.3661
500,0.3196
1500,0.3348
27000,0.3781
8000,0.3627
22500,0.3773
35130,0.3859
17000,0.3711
34500,0.3845
29000,0.3797
31500,0.3827
34000,0.3845
2500,0.3482
4500,0.3566
16500,0.3705
13500,0.3674
5500,0.3577
19500,0.3729
28000,0.3783
27500,0.3782
5000,0.3574
16000,0.3702
21000,0.3765
21500,0.3766
35000,0.3859
15000,0.3693
6000,0.3597
18000,0.3719
10500,0.3658
20500,0.3754
24000,0.3776
14500,0.3677
1000,0.3272
6500,0.3603
22000,0.3766
23500,0.3776
17500,0.3713
14000,0.3675
31000,0.3821
13000,0.3672
3500,0.3524
24500,0.3777
7000,0.3609
15500,0.3695
30000,0.3801
32500,0.3841
23000,0.3775
3000,0.3508
26000,0.3779
29500,0.38
20000,0.3731
2000,0.3476
33500,0.3845
25000,0.3777
8500,0.365
28500,0.3784
