1000,114183,14336,2143.9979944229126
2000,119774,14686,2208.4503173828125
3000,171410,21975,1338.19113945961
4000,173404,22072,1672.3257920742035
5000,175440,22153,1717.8260600566864
6000,178631,22329,2047.6527364253998
7000,179640,22371,1937.499989271164
8000,180993,22464,1585.289161682129
9000,181618,22497,1516.4565734863281
10000,182416,22519,1751.754453420639
11000,183069,22539,1512.4485306739807
12000,184374,22613,1621.9335324764252
13000,185344,22666,2235.9030055999756
14000,185523,22671,2122.94588470459
15000,186102,22708,1899.4398810863495
16000,186363,22719,1929.8080265522003
17000,186781,22730,2223.1422984600067
18000,188681,22896,1758.8545010089874
19000,188859,22900,1668.5458509922028
20000,189800,22979,1687.5461070537567
21000,190758,23052,1757.130735874176
22000,190998,23062,2591.369467020035
23000,191265,23066,4258.251480102539
24000,191456,23070,3090.949751138687
25000,192190,23130,2568.6572411060333
26000,192630,23144,2832.219313621521
27000,193410,23177,4789.371921539307
28000,193887,23207,2008.9129047393799
29000,194128,23212,1934.0041258335114
30000,194663,23238,1490.0604519844055
31000,194824,23251,1261.4425203800201
32000,195086,23258,2059.61727142334
33000,195332,23267,1624.2057173252106
34000,195456,23270,2577.4970462322235
35000,195582,23283,1412.195153951645
36000,196244,23315,1713.3540692329407
37000,196460,23319,2410.400329351425
38000,196741,23327,1758.326823234558
39000,196936,23339,1744.5107154846191
40000,197056,23343,1634.0898911952972
41000,197392,23369,1611.7775762081146
42000,197587,23385,1809.4031155109406
43000,197648,23386,2121.3178021907806
44000,197821,23408,1803.603040933609
45000,198200,23420,1490.2364509105682
46000,198514,23436,2479.6367168426514
47000,198599,23437,1815.4351835250854
48000,199172,23458,1569.5331122875214
49000,199356,23462,2063.3091711997986
50000,199544,23482,2040.1691229343414
51000,199668,23483,2167.9541914463043
